117.417,44.612,50.5408,48.4162,57.0989,59.2564,67.1813,59.7584,70.2981,75.4376,79.9613,77.5343,84.6897,90.0204,97.7068,88.7062,95.9986,97.4026,117.368,108.95,111.245,113.684,121.994,114.213,128.991,124.634,137.462,140.412,138.88,141.65,147.096,135.887,140.624,152.47,154.487,158.153,168.654,165.773,178.905,177.699,192.604,186.3,192.209,199.478,200.07,211.693,214.59,201.227,213.465,200.87,209.187,214.237,210.516,216.85,225.442,235.902,224.333,224.181,241.503,254.291,247.459,245.059,253.844,245.886,253.471
67.8299,76.1741,95.0729,93.2172,115.69,124.423,150.917,129.712,160.748,164.783,197.404,0.0,227.411,234.604,267.413,93.6995,253.877,261.285,299.33,272.164,314.633,334.296,376.564,318.997,367.663,376.932,435.61,392.729,440.754,451.314,513.229,163.574,466.679,474.91,558.764,505.958,572.718,580.877,646.715,571.926,613.869,630.104,733.04,667.499,740.99,749.559,853.039,281.01,774.744,748.408,847.841,778.463,878.996,907.477,1001.67,853.245,932.991,949.481,1055.73,954.435,1069.92,1077.63,1186.66,385.837,1042.15
96.2784,109.638,141.383,138.961,176.075,190.858,234.317,201.57,250.873,272.39,318.866,0.0,354.761,378.143,439.554,101.096,395.581,418.893,494.806,464.704,540.19,558.656,630.522,524.713,632.022,630.833,734.383,679.873,774.933,781.24,893.641,201.447,767.147,787.552,923.402,824.612,951.132,978.306,1114.7,971.93,1056.08,1088.06,1261.71,1155.26,1284.08,1294.84,1510.35,381.093,1288.43,1308.89,1464.08,1369.13,1519.15,1523.92,1727.45,1425.09,1651.11,1643.3,1837.6,1670.65,1884.73,1901.11,2112.76,528.797,1841.76
123.646,151.843,186.215,185.186,238.286,255.853,318.803,271.907,346.313,362.736,439.636,0.0,502.074,525.781,613.366,110.76,554.501,582.824,695.037,622.883,749.355,776.154,895.633,739.927,862.766,879.969,1032.64,960.539,1076.31,1121.04,1280.34,239.673,1093.31,1122.66,1323.07,1169.95,1349.37,1361.41,1565.08,1346.66,1463.18,1531.72,1804.39,1641.12,1848.07,1869.84,2165.29,466.033,1847.03,1872.5,2142.02,1957.96,2186.39,2180.79,2454.79,2034.07,2342.69,2346.08,2618.98,2412.03,2707.01,2739.97,3057.52,668.407,2626.66
151.677,177.34,233.451,231.137,296.151,321.956,404.467,343.148,436.237,457.633,562.654,0.0,620.859,666.618,788.336,120.141,709.359,742.977,877.618,829.07,948.487,977.243,1141.02,937.468,1109.87,1137.92,1324.46,1236.33,1398.72,1430.59,1638.39,278.415,1411.09,1433.29,1677.33,1491.65,1727.38,1763.97,2024.81,1713.23,1928.27,1990.65,2327.85,2115.5,2384.42,2429.8,2775.03,561.612,2417.5,2420.62,2775.27,2499.88,2861.96,2864.84,3226.55,2654.37,3016.23,3013.88,3443.81,3129.64,3512.58,3543.11,3969.71,816.895,3425.98
179.6,210.816,279.116,277.111,355.919,392.066,489.87,412.689,536.179,548.285,674.724,0.0,760.179,813.285,954.187,129.812,863.192,906.19,1067.76,988.582,1173.37,1198.65,1393.47,1156.86,1359.1,1396.03,1638.16,1491.81,1705.95,1764.56,2016.57,309.342,1719.54,1772.66,2074.74,1843.8,2120.91,2157.2,2499.48,2091.1,2354.38,2432.79,2850.29,2585.79,2943.17,2968.35,3448.69,646.423,2947.12,2970.59,3392.2,3059.45,3520.66,3520.82,4000.11,3235.74,3750.48,3704.41,4237.42,3863.04,4318.92,4357.89,4897.62,968.269,4189.38
206.975,244.054,324.136,328.954,425.668,453.144,571.759,484.673,621.832,662.334,802.959,0.0,893.81,959.084,1125.23,139.772,1019.54,1070.95,1278.67,1164.55,1380.72,1428.76,1660.17,1360.94,1604.85,1643.56,1922.54,1761.42,2027.78,2074.44,2375.14,354.113,2027.72,2088.73,2461.3,2197.29,2508.3,2580.93,2956.2,2476.94,2790.8,2873.36,3381.86,3107.05,3518.3,3551.2,4098.17,749.655,3513.07,3515.93,4011.77,3629.65,4161.57,4161.88,4725.06,3851.97,4436.43,4452.49,5049.18,4608.22,5145.68,5184.3,5844.93,1107.9,4970.02
234.622,285.065,369.839,368.947,475.649,523.933,655.018,562.645,710.077,746.787,915.66,0.0,1042.32,1099.82,1296.99,158.116,1172.41,1232.81,1461.99,1341.81,1591.55,1616.95,1910.49,1566.38,1847.53,1906.26,2221.16,2041.28,2323.52,2417.44,2769.3,386.776,2326.14,2402.52,2831.25,2549.91,2903.5,2975.98,3423.06,2870.17,3220.03,3361.84,3946.09,3563.47,4031.71,4094.76,4771.66,827.856,4004.79,4090.07,4675.65,4208.74,4794.44,4797.58,5470.89,4463.0,5103.99,5122.82,5805.1,5272.31,5947.43,5968.08,6726.99,1236.56,5786.38
262.473,316.981,426.372,413.403,535.798,584.988,741.227,632.994,797.177,850.027,1033.94,0.0,1174.99,1239.19,1476.8,159.227,1328.68,1395.44,1651.42,1528.94,1807.21,1853.32,2174.1,1769.21,2104.32,2155.86,2510.93,2288.24,2641.39,2715.07,3141.77,426.298,2671.8,2765.4,3220.41,2886.28,3294.49,3388.62,3906.46,3248.01,3646.66,3817.15,4441.82,4045.98,4580.4,4632.42,5397.55,916.626,4559.47,4613.61,5320.33,4776.33,5419.15,5435.04,6243.8,5067.88,5781.04,5810.19,6601.3,5987.22,6792.09,6784.01,7648.64,1385.85,6582.84
291.2,344.836,466.409,459.673,595.892,659.253,824.049,697.193,889.244,953.403,1154.43,0.0,1317.03,1390.07,1651.77,168.824,1481.09,1564.92,1844.51,1706.06,2010.93,2077.69,2418.93,1989.84,2343.66,2397.39,2802.83,2573.43,2942.35,3037.89,3497.32,461.043,2972.94,3044.55,3596.06,3205.38,3680.22,3745.23,4317.27,3609.02,4068.74,4231.5,4980.07,4532.66,4636.88,4328.85,4932.67,1007.76,4316.07,4383.24,4922.38,4542.47,4983.75,5001.03,5608.22,4777.5,5335.79,5380.37,6019.4,5521.15,6151.64,6140.54,6800.11,1516.1,6050.27
306.349,362.072,466.05,482.207,606.328,657.874,809.695,737.688,909.559,957.148,1125.45,0.0,1289.54,1372.02,1571.12,176.191,1488.74,1576.93,1802.4,1707.22,1980.76,2025.23,2327.14,2028.66,2273.49,2354.37,2686.17,2517.12,2819.92,2904.28,3263.05,497.612,2873.49,2938.66,3403.8,3094.59,3467.43,3550.82,3968.37,3469.97,3839.76,4074.52,4577.25,4315.87,4693.97,4782.29,5478.07,1097.93,4781.06,4840.55,5425.24,4989.06,5519.99,5522.02,6209.03,5267.88,5905.95,5935.61,6659.14,6096.75,6794.26,6791.17,7533.41,1661.82,6677.14
333.645,400.619,516.227,527.168,652.734,715.38,890.053,800.366,990.821,1050.73,1231.17,0.0,1405.94,1502.26,1710.07,191.405,1636.97,1740.23,1964.37,1861.88,2153.55,2215.12,2533.5,2173.38,2512.03,2576.72,2935.61,2809.54,3099.04,3182.57,3592.23,529.184,3128.97,3231.16,3755.05,3392.38,3803.59,3863.08,4353.39,3825.76,4207.11,4425.7,5010.03,4694.36,5165.17,5235.95,6000.87,1196.93,5233.28,5256.81,5976.36,5483.77,6050.97,6066.73,6800.09,5762.95,6468.23,6522.06,7279.93,6689.48,7452.98,7440.8,8302.82,1797.44,7320.3
360.369,425.991,557.728,569.061,707.824,780.089,970.915,868.504,1074.55,1128.05,1344.48,0.0,1532.6,1624.52,1871.92,195.137,1777.67,1888.56,2139.48,2030.79,2351.1,2410.42,2747.12,2406.2,2732.52,2795.88,3177.72,3042.14,3367.77,3476.92,3926.36,563.291,3411.99,3473.44,4070.65,3695.8,4190.89,4236.58,4700.26,4182.9,4575.76,4805.53,5435.25,5142.36,5652.38,5704.02,6484.99,1283.33,5739.75,5764.5,6504.36,5951.93,6577.25,6589.55,7399.76,6255.87,7047.32,7079.6,7945.62,7263.24,8092.82,8095.79,9018.86,1941.66,7960.94
395.835,458.31,592.137,614.565,761.181,847.716,1034.16,939.806,1164.25,1223.45,1444.71,0.0,1652.72,1746.23,2010.21,211.924,1912.25,2025.77,2313.53,2189.08,2512.69,2619.05,2969.64,2570.6,2951.2,3021.21,3449.95,3274.21,3620.08,3725.46,4286.9,605.519,3689.57,3763.39,4391.31,4017.1,4498.34,4549.83,5107.11,4483.57,4940.7,5191.77,5895.88,5512.93,6119.01,6184.31,7048.02,1372.1,6112.81,6225.25,7049.99,6414.77,7112.96,7125.25,7991.06,6767.6,7619.54,7652.07,8581.36,7849.53,8779.74,8750.03,9758.37,2082.25,8594.73
413.931,499.206,632.897,658.415,824.162,908.008,1111.87,1004.18,1236.93,1321.49,1551.44,0.0,1768.39,1873.51,2156.29,214.648,2061.91,2195.53,2495.95,2362.66,2707.4,2799.73,3188.2,2762.01,3161.86,3244.03,3706.26,3483.13,3899.4,4027.91,4531.1,640.669,3955.0,4040.07,4725.82,4290.0,4830.23,4926.03,5479.08,4821.86,5337.82,5600.56,6340.44,5942.81,6541.11,6636.76,7584.01,1470.35,6587.63,6698.93,7578.2,6910.1,7639.34,7658.74,8617.52,7271.34,8155.41,8239.11,9198.82,8453.44,9956.12,11664.6,13216.5,2233.26,11250.1
456.459,543.009,739.411,728.197,953.708,1050.61,1313.9,1112.48,1423.97,1521.96,1877.84,0.0,2128.76,2254.57,2683.0,226.224,2427.67,2558.73,3014.07,2757.21,3277.03,3418.76,3969.43,3230.68,3806.05,3919.3,4595.92,4188.69,4840.86,4964.41,5766.17,682.731,4875.76,4960.38,5913.63,5257.11,6092.83,6198.4,7031.1,5916.86,6670.83,6915.66,8132.65,7450.5,8424.86,8511.59,9924.41,1563.89,8384.8,8403.89,9726.89,8730.83,9919.84,9981.03,11417.5,9241.21,10629.9,10707.6,12186.2,10991.3,12515.9,12463.5,14144.2,2381.96,12066.6
484.199,576.286,782.541,775.957,1019.66,1107.87,1401.29,1183.89,1516.01,1614.6,1996.35,0.0,2267.84,2401.17,2862.83,236.124,2580.46,2687.22,3212.67,2940.82,3477.5,3633.79,4222.2,3435.02,4063.99,4171.73,4896.6,4501.77,5153.46,5299.97,6165.84,716.226,5204.67,5295.52,6326.16,5623.26,6507.74,6658.16,7534.28,6300.3,7118.68,7430.63,8655.17,7965.57,8985.39,9087.66,10610.4,1652.1,8943.87,8983.96,10406.4,9311.93,10591.5,10635.4,12184.8,9818.02,11366.2,11374.3,12963.9,11666.1,13375.8,13899.8,15172.1,2529.95,12892.3
511.276,615.758,827.325,828.291,1074.7,1173.46,1487.36,1275.13,1614.17,1726.49,2122.6,0.0,2418.9,2556.91,3055.24,245.48,2742.36,2884.97,3431.04,3121.7,3720.58,3872.45,4508.12,3661.08,4325.89,4423.65,5201.05,4725.1,5468.17,5624.7,6516.99,753.713,5486.65,5647.92,6703.63,5944.72,6868.09,7033.18,8013.01,6675.54,7577.67,7893.82,9182.62,8584.1,9634.45,9662.99,11271.9,1744.39,9503.69,9592.08,11058.6,9911.4,11222.0,11313.8,12963.1,10429.2,12021.9,12074.4,13759.7,12385.3,14122.8,14090.6,16030.7,2670.57,13702.0
538.372,642.456,863.527,868.751,1140.83,1226.29,1577.28,1334.5,1695.88,1813.14,2240.74,0.0,2538.6,2690.69,3214.0,255.113,2894.37,3021.94,3585.83,3288.71,3916.68,4050.8,4760.71,3848.85,4557.23,4680.42,5465.61,5012.24,5796.72,5940.0,6895.14,788.717,5837.73,5949.36,7088.69,6294.99,7262.68,7428.1,8471.74,7046.87,7992.4,8356.24,9708.82,8937.96,10083.1,10188.8,11931.1,1831.57,10102.1,10138.1,11665.1,10475.9,11856.3,11950.0,13669.8,11050.3,12780.2,12773.6,14597.3,13211.4,14955.2,14934.2,16974.6,2810.87,14460.1
564.847,674.798,911.177,923.845,1196.02,1298.17,1647.57,1407.68,1776.7,1903.26,2357.1,0.0,2666.79,2841.7,3386.95,265.12,3026.96,3184.79,3813.38,3465.56,4108.59,4283.82,5027.29,4059.84,4815.1,4967.82,5777.84,5302.54,6130.69,6286.95,7230.29,823.648,6134.48,6331.32,7474.72,6702.94,7734.83,7855.86,8888.39,7420.73,8423.35,8721.59,10252.8,9439.48,10630.8,10729.0,12533.9,1928.55,10692.4,10671.9,12386.3,11143.9,12570.9,12656.6,14488.7,11753.8,13524.4,13499.6,15369.9,13936.8,15786.9,15743.0,17886.0,2950.33,15313.9
